Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15
0.1106858306787614,0.10868259858697789,0.1066793664951944,0.10467613440341089,0.1026729023116274,0.1006696702198439,0.09902432846553204,0.09737898671122018,0.09573364495690831,0.09408830320259645,0.0924429614482846,0.09442470482386504,0.09640644819944548,0.09838819157502592,0.10036993495060637,0.1023516783261868
0.1102272582374439,0.10816102642408504,0.10609479461072618,0.10402856279736732,0.10196233098400846,0.0998960991706496,0.09822947202335391,0.09656284487605823,0.09489621772876256,0.09322959058146688,0.0915629634341712,0.0935310923814597,0.0954992213287482,0.0974673502760367,0.0994354792233252,0.1014036081706137
0.1092026281558276,0.1071140203406344,0.1050254125254412,0.10293680471024799,0.1008481968950548,0.0987595890798616,0.09707987648870925,0.09540016389755691,0.09372045130640458,0.09204073871525223,0.0903610261240999,0.09234588229865037,0.09433073847320086,0.09631559464775134,0.09830045082230182,0.1002853069968523
0.1081001902349214,0.10594949626279226,0.10379880229066313,0.10164810831853398,0.09949741434640484,0.0973467203742757,0.09557425767675339,0.09380179497923107,0.09202933228170875,0.09025686958418642,0.0884844068866641,0.09039590984941692,0.09230741281216975,0.09421891577492257,0.09613041873767539,0.0980419217004282
0.1054865705027623,0.10323452153820083,0.10098247257363935,0.09873042360907786,0.09647837464451638,0.0942263256799549,0.09234375847269685,0.09046119126543882,0.08857862405818077,0.08669605685092274,0.0848134896436647,0.08661781343329263,0.08842213722292054,0.09022646101254846,0.09203078480217639,0.0938351085918043
0.1007478278419853,0.09840688680960735,0.09606594577722942,0.09372500474485147,0.09138406371247354,0.0890431226800956,0.08708867215558481,0.08513422163107404,0.08317977110656326,0.08122532058205248,0.0792708700575417,0.08098880020807539,0.08270673035860907,0.08442466050914274,0.08614259065967643,0.0878605208102101
0.094303061120172,0.09189838224158957,0.08949370336300712,0.08708902448442468,0.08468434560584223,0.0822796667272598,0.08030354811440357,0.07832742950154735,0.07635131088869114,0.07437519227583492,0.0723990736629787,0.07414008190424964,0.07588109014552058,0.07762209838679152,0.07936310662806247,0.0811041148693334
0.0878451758831602,0.08549468431070294,0.08314419273824568,0.08079370116578842,0.07844320959333116,0.0760927180208739,0.07414973729543133,0.07220675656998873,0.07026377584454616,0.06832079511910358,0.066377814393661,0.06816912890628252,0.06996044341890405,0.07175175793152556,0.07354307244414708,0.0753343869567686
0.0823843977831018,0.08006051945623652,0.07773664112937125,0.07541276280250596,0.07308888447564069,0.0707650061487754,0.06881078886633525,0.06685657158389512,0.06490235430145498,0.06294813701901483,0.0609939197365747,0.06274125554919004,0.06448859136180539,0.06623592717442073,0.06798326298703607,0.0697305987996514
0.0763118803351119,0.07387087043806556,0.07142986054101921,0.06898885064397288,0.06654784074692653,0.0641068308498802,0.06207159641882068,0.060036361987761154,0.058001127556701636,0.05596589312564212,0.0539306586945826,0.0556354068096936,0.057340154924804605,0.0590449030399156,0.060749651155026604,0.0624543992701376
0.0688238860600165,0.06633399185675438,0.06384409765349226,0.06135420345023014,0.05886430924696802,0.0563744150437059,0.05429442077574995,0.052214426507794016,0.05013443223983808,0.048054437971882136,0.0459744437039262,0.0476392000233204,0.0493039563427146,0.0509687126621088,0.05263346898150301,0.0542982253008972
0.0605582347683935,0.058075132540301395,0.0555920303122093,0.0531089280841172,0.0506258258560251,0.048142723627933,0.04608035339351768,0.04401798315910236,0.04195561292468704,0.039893242690271724,0.0378308724558564,0.039516261420197846,0.04120165038453928,0.04288703934888072,0.04457242831322216,0.0462578172775636
0.0527058027907401,0.05027165919150318,0.04783751559226626,0.04540337199302934,0.042969228393792414,0.0405350847945555,0.038530865783979976,0.036526646773404454,0.03452242776282894,0.03251820875225342,0.0305139897416779,0.032292991108704365,0.034071992475730825,0.03585099384275728,0.037629995209783745,0.0394089965768102
0.0463967922441668,0.044028152831799595,0.0416595134194324,0.0392908740070652,0.036922234594698,0.0345535951823308,0.03257302589669846,0.03059245661106612,0.02861188732543378,0.02663131803980144,0.0246507487541691,0.026433140471135562,0.02821553218810202,0.02999792390506848,0.03178031562203494,0.0335627073390014
0.040379092090518,0.03794422889924926,0.03550936570798052,0.033074502516711776,0.03063963932544304,0.0282047761341743,0.02616774237119436,0.024130708608214417,0.02209367484523448,0.02005664108225454,0.0180196073192746,0.01975092127975694,0.021482235240239282,0.02321354920072162,0.02494486316120396,0.0266761771216863
0.0331503254353435,0.030651713590725577,0.028153101746107658,0.02565448990148974,0.023155878056871818,0.0206572662122539,0.01858741009899628,0.016517553985738658,0.014447697872481038,0.012377841759223419,0.0103079856459658,0.012035770020611382,0.013763554395256963,0.015491338769902541,0.017219123144548123,0.0189469075191937
0.025548614316051,0.0230986138961327,0.020648613476214397,0.0181986130562961,0.0157486126363778,0.0132986122164595,0.011275592923567437,0.009252573630675378,0.007229554337783319,0.005206535044891259,0.0031835157519992,0.0049524967307717615,0.006721477709544323,0.00849045868831688,0.010259439667089443,0.012028420645862
0.0188978442583618,0.016510672835235562,0.01412350141210932,0.01173632998898308,0.00934915856585684,0.0069619871427306,0.005005540243089919,0.0030490933434492388,0.0010926464438085594,-0.0008638004558321191,-0.0028202473554728,-0.0009660604847510986,0.0008881263859706031,0.002742313256692301,0.004596500127414002,0.0064506869981357
0.0137559994585672,0.01142060409697762,0.00908520873538804,0.006749813373798459,0.0044144180122088796,0.0020790226506193,0.0001542976608874182,-0.0017704273288444614,-0.0036951523185763412,-0.00561987730830822,-0.0075446022980401,-0.005648222443107898,-0.0037518425881756965,-0.0018554627332434993,4.091712168870221e-05,0.0019372969766209
0.0093728043908782,0.00702467890298516,0.0046765534150921195,0.002328427927199079,-1.9697560693960822e-05,-0.002367823048587,-0.004323126058582661,-0.00627842906857832,-0.00823373207857398,-0.01018903508856964,-0.0121443380985653,-0.010300213340184418,-0.008456088581803536,-0.006611963823422658,-0.004767839065041777,-0.0029237143066609
0.0041021470623121,0.0016814195378770601,-0.0007393079865579801,-0.0031600355109930207,-0.0055807630354280605,-0.0080014905598631,-0.00998917883863724,-0.011976867117411381,-0.013964555396185522,-0.015952243674959662,-0.0179399319537338,-0.016099367388227318,-0.014258802822720837,-0.012418238257214359,-0.010577673691707878,-0.0087371091262014
-0.0016095500917998,-0.00398631921028704,-0.00636308832877428,-0.00873985744726152,-0.01111662656574876,-0.013493395684236,-0.01542905589949438,-0.01736471611475276,-0.01930037633001114,-0.02123603654526952,-0.0231716967605279,-0.021264884020729277,-0.019358071280930655,-0.01745125854113204,-0.015544445801333417,-0.0136376330615348
-0.0060443582059548,-0.00832440886161688,-0.01060445951727896,-0.012884510172941042,-0.01516456082860312,-0.0174446114842652,-0.01930150354473024,-0.02115839560519528,-0.02301528766566032,-0.024872179726125362,-0.0267290717865904,-0.02475069265584006,-0.022772313525089717,-0.02079393439433938,-0.018815555263589037,-0.0168371761328387
-0.0089476086659345,-0.01119733196466362,-0.013447055263392741,-0.01569677856212186,-0.01794650186085098,-0.0201962251595801,-0.02202801054191062,-0.02385979592424114,-0.025691581306571662,-0.02752336668890218,-0.0293551520712327,-0.027334805323781058,-0.025314458576329416,-0.023294111828877778,-0.021273765081426137,-0.0192534183339745
-0.0112342836908041,-0.0134964419110147,-0.0157586001312253,-0.0180207583514359,-0.0202829165716465,-0.0225450747918571,-0.02440159864130172,-0.02625812249074634,-0.028114646340190962,-0.02997117018963558,-0.0318276940390802,-0.029837386465045718,-0.027847078891011238,-0.02585677131697676,-0.023866463742942278,-0.0218761561689078
-0.0140900809322985,-0.01639580741703092,-0.01870153390176334,-0.02100726038649576,-0.02331298687122818,-0.0256187133559606,-0.02750158988122132,-0.02938446640648204,-0.03126734293174276,-0.03315021945700348,-0.0350330959822642,-0.03307009797097888,-0.031107099959693556,-0.02914410194840824,-0.027181103937122916,-0.0252181059258376
-0.0175365901016704,-0.01983221496851114,-0.02212783983535188,-0.024423464702192622,-0.026719089569033364,-0.0290147144358741,-0.03085912749853746,-0.032703540561200825,-0.03454795362386418,-0.03639236668652754,-0.0382367797491909,-0.03620461040189578,-0.034172441054600655,-0.03214027170730554,-0.030108102360010415,-0.0280759330127153
-0.0198728573067299,-0.02206168054095908,-0.02425050377518826,-0.02643932700941744,-0.028628150243646622,-0.0308169734778758,-0.03257486675224326,-0.03433276002661072,-0.03609065330097818,-0.03784854657534564,-0.0396064398497131,-0.03748507016709934,-0.035363700484485575,-0.03324233080187182,-0.031120961119258057,-0.0289995914366443
-0.0203618266775009,-0.022498469797207498,-0.0246351129169141,-0.0267717560366207,-0.0289083991563273,-0.0310450422760339,-0.03277886866339364,-0.03451269505075338,-0.03624652143811312,-0.037980347825472854,-0.0397141742128326,-0.0375883005425592,-0.03546242687228579,-0.0333365532020124,-0.031210679531738995,-0.0290848058614656
-0.0206254482950782,-0.022825934807282438,-0.02502642131948668,-0.02722690783169092,-0.029427394343895158,-0.0316278808560994,-0.03340493878406428,-0.03518199671202916,-0.03695905463999404,-0.03873611256795892,-0.0405131704959238,-0.038400795241790284,-0.03628841998765676,-0.03417604473352324,-0.03206366947938972,-0.0299512942252562
-0.0215452822618438,-0.02375986765605372,-0.025974453050263642,-0.02818903844447356,-0.03040362383868348,-0.0326182092328934,-0.034412256212663125,-0.03620630319243284,-0.03800035017220256,-0.039794397151972284,-0.041588444131742,-0.0395059667993763,-0.0374234894670106,-0.0353410121346449,-0.033258534802279194,-0.0311760574699135
-0.0228933412598362,-0.025100154797346938,-0.02730696833485768,-0.029513781872368423,-0.03172059540987916,-0.0339274089473899,-0.03569006622150992,-0.03745272349562994,-0.03921538076974996,-0.04097803804386998,-0.04274069531799,-0.040613687481581555,-0.03848667964517311,-0.036359671808764676,-0.034232663972356234,-0.0321056561359478
-0.0235013719380301,-0.025637012968874683,-0.02777265399971926,-0.02990829503056384,-0.03204393606140842,-0.034179577092253,-0.03587187755388642,-0.03756417801551984,-0.03925647847715326,-0.04094877893878668,-0.0426410794004201,-0.04041816647141882,-0.03819525354241753,-0.03597234061341626,-0.03374942768441498,-0.0315265147554137
-0.0223804753619902,-0.024445657881317757,-0.02651084040064532,-0.028576022919972882,-0.03064120543930044,-0.032706387958628,-0.03436949971269304,-0.03603261146675808,-0.037695723220823124,-0.03935883497488816,-0.0410219467289532,-0.038794638613716056,-0.03656733049847891,-0.034340022383241776,-0.03211271426800463,-0.0298854061527675
-0.0209068204084976,-0.023033351970416338,-0.02515988353233508,-0.02728641509425382,-0.029412946656172556,-0.0315394782180913,-0.03325159069678132,-0.03496370317547134,-0.03667581565416136,-0.03838792813285138,-0.0401000406115414,-0.037912688238163295,-0.0357253358647852,-0.033537983491407096,-0.03135063111802899,-0.0291632787446509
-0.0204546506799285,-0.02263388775060228,-0.02481312482127606,-0.02699236189194984,-0.02917159896262362,-0.0313508360332974,-0.03309406305087094,-0.03483729006844448,-0.03658051708601802,-0.03832374410359156,-0.0400669711211651,-0.037891740042976976,-0.035716508964788854,-0.03354127788660074,-0.031366046808412616,-0.0291908157302245
-0.0204325848945554,-0.022579558495826577,-0.02472653209709776,-0.026873505698368938,-0.02902047929964012,-0.0311674529009113,-0.03288035704615018,-0.03459326119138906,-0.036306165336627935,-0.03801906948186682,-0.0397319736271057,-0.037538541748583676,-0.035345109870061654,-0.03315167799153964,-0.030958246113017618,-0.0287648142344956
-0.0198706858227701,-0.0219752398076806,-0.0240797937925911,-0.0261843477775016,-0.0282889017624121,-0.0303934557473226,-0.03205125003600948,-0.03370904432469636,-0.03536683861338324,-0.03702463290207012,-0.038682427190757,-0.036403363464398715,-0.03412429973804044,-0.03184523601168216,-0.029566172285323877,-0.0272871085589656
-0.01789642937565,-0.01993680601273264,-0.02197718264981528,-0.02401755928689792,-0.02605793592398056,-0.0280983125610632,-0.029727110791989003,-0.0313559090229148,-0.0329847072538406,-0.0346135054847664,-0.0362423037156922,-0.03394461659238524,-0.03164692946907828,-0.02934924234577132,-0.027051555222464357,-0.0247538680991574
-0.0154027103490506,-0.0174847775029832,-0.0195668446569158,-0.021648911810848402,-0.023730978964781,-0.0258130461187136,-0.0274913000128464,-0.0291695539069792,-0.030847807801112,-0.0325260616952448,-0.0342043155893776,-0.031971616079014296,-0.029738916568651,-0.0275062170582877,-0.025273517547924396,-0.0230408180375611
-0.0141552583706996,-0.0163233566077373,-0.018491454844775,-0.0206595530818127,-0.022827651318850402,-0.0249957495558881,-0.02672259140522538,-0.028449433254562662,-0.03017627510389994,-0.03190311695323722,-0.0336299588025745,-0.0314147147536061,-0.029199470704637697,-0.0269842266556693,-0.024768982606700896,-0.0225537385577325
-0.0136143154312939,-0.01574872097052298,-0.01788312650975206,-0.020017532048981143,-0.02215193758821022,-0.0242863431274393,-0.02598032765624928,-0.02767431218505926,-0.02936829671386924,-0.03106228124267922,-0.0327562657714892,-0.030508820053462598,-0.028261374335435994,-0.026013928617409397,-0.023766482899382796,-0.0215190371813562
-0.0123252175405426,-0.01439920396457948,-0.01647319038861636,-0.018547176812653242,-0.020621163236690117,-0.022695149660727,-0.024336820641174442,-0.025978491621621882,-0.02762016260206932,-0.02926183358251676,-0.0309035045629642,-0.028606167293321497,-0.026308830023678797,-0.0240114927540361,-0.021714155484393396,-0.0194168182147507
-0.0100177192854573,-0.01207710097543492,-0.01413648266541254,-0.016195864355390163,-0.01825524604536778,-0.0203146277353454,-0.021947240200672243,-0.02357985266599908,-0.02521246513132592,-0.02684507759665276,-0.0284776900619796,-0.026150878852094158,-0.023824067642208714,-0.021497256432323277,-0.019170445222437837,-0.0168436340125524
-0.0073446233442098,-0.0094225428269844,-0.011500462309759,-0.0135783817925336,-0.0156563012753082,-0.0177342207580828,-0.019408471972126723,-0.021082723186170643,-0.022756974400214562,-0.024431225614258482,-0.0261054768283024,-0.02384180465820332,-0.021578132488104237,-0.01931446031800516,-0.017050788147906077,-0.014787115977807
-0.0057317529039515,-0.00789108333692206,-0.01005041376989262,-0.01220974420286318,-0.014369074635833739,-0.0165284050688043,-0.01825518175917076,-0.01998195844953722,-0.02170873513990368,-0.02343551183027014,-0.0251622885206366,-0.02294044727597818,-0.020718606031319756,-0.01849676478666134,-0.01627492354200292,-0.0140530822973445
-0.0051479397056155,-0.0073096812682777,-0.0094714228309399,-0.0116331643936021,-0.0137949059562643,-0.0159566475189265,-0.017666297501963822,-0.01937594748500114,-0.02108559746803846,-0.022795247451075782,-0.0245048974341131,-0.02224390554626082,-0.019982913658408537,-0.01772192177055626,-0.015460929882703976,-0.0131999379948517
-0.0039366638616229,-0.0060202295144783195,-0.008103795167333741,-0.01018736082018916,-0.01227092647304458,-0.0143544921259,-0.016005219307844223,-0.01765594648978844,-0.019306673671732662,-0.02095740085367688,-0.0226081280356211,-0.02029256803750592,-0.017977008039390736,-0.01566144804127556,-0.013345888043160377,-0.0110303280450452
-0.0015163832261642,-0.00357663543404952,-0.00563688764193484,-0.007697139849820161,-0.00975739205770548,-0.0118176442655908,-0.013461305252118161,-0.015104966238645521,-0.01674862722517288,-0.01839228821170024,-0.0200359491982276,-0.017716298029542075,-0.015396646860856554,-0.013076995692171038,-0.010757344523485516,-0.0084376933548
0.00095804601861,-0.0011587019405397197,-0.0032754498996894394,-0.005392197858839161,-0.007508945817988879,-0.0096256937771386,-0.011322936470584442,-0.01302017916403028,-0.014717421857476121,-0.01641466455092196,-0.0181119072443678,-0.015835491801200117,-0.013559076358032437,-0.01128266091486476,-0.009006245471697077,-0.0067298300285294
0.0024040371529281,0.0002328986446407397,-0.0019382398636466204,-0.0041093783719339805,-0.00628051688022134,-0.0084516553885087,-0.01019688166406772,-0.011942107939626741,-0.01368733421518576,-0.01543256049074478,-0.0171777867663038,-0.014957693326846237,-0.012737599887388675,-0.010517506447931119,-0.008297413008473557,-0.006077319569016
0.0027979985468888,0.0006081118243442801,-0.00158177489820024,-0.003771661620744761,-0.00596154834328928,-0.0081514350658338,-0.009889280004551863,-0.011627124943269921,-0.013364969881987982,-0.01510281482070604,-0.0168406597594241,-0.014594551712028118,-0.012348443664632136,-0.010102335617236158,-0.007856227569840177,-0.0056101195224442
0.0035353675520148,0.0014103337761596198,-0.0007146999996955603,-0.002839733775550741,-0.004964767551405921,-0.0070898013272611,-0.008769234510165081,-0.010448667693069062,-0.01212810087597304,-0.013807534058877021,-0.015486967241781,-0.013165952825372059,-0.010844938408963115,-0.00852392399255418,-0.006202909576145237,-0.0038818951597363
0.0056882387706274,0.00361477689989726,0.0015413150291671198,-0.0005321468415630205,-0.002605608712293161,-0.0046790705830233,-0.006345211857026082,-0.008011353131028862,-0.009677494405031642,-0.01134363567903442,-0.0130097769530372,-0.010702589452578959,-0.008395401952120716,-0.00608821445166248,-0.0037810269512042367,-0.001473839450746
0.0078274055469726,0.00567323861310592,0.00351907167923924,0.001364904745372559,-0.0007892621884941203,-0.0029434291223608,-0.004673872413345402,-0.006404315704330001,-0.0081347589953146,-0.009865202286299201,-0.0115956455772838,-0.009334352715254039,-0.007073059853224276,-0.004811766991194519,-0.0025504741291647558,-0.000289181267135
0.0087513979098972,0.00654389860215616,0.00433639929441512,0.0021288999866740793,-7.859932106695985e-05,-0.002286098628808,-0.004059258169487361,-0.005832417710166722,-0.007605577250846081,-0.009378736791525441,-0.0111518963322048,-0.008927288498195893,-0.0067026806641869874,-0.004478072830178086,-0.0022534649961691803,-2.885716216027845e-05
0.0089047129446413,0.006702265596170039,0.00449981824769878,0.002297370899227519,9.492355075626027e-05,-0.002107523797715,-0.0038701917389566015,-0.005632859680198201,-0.0073955276214398005,-0.0091581955626814,-0.010920863503923,-0.008696712051413098,-0.006472560598903196,-0.004248409146393299,-0.0020242576938833967,0.0001998937586265
0.0091721534364879,0.006995458794450821,0.00481876415241374,0.0026420695103766597,0.0004653748683395801,-0.0017113197736975,-0.003430149179477802,-0.005148978585258101,-0.006867807991038401,-0.0085866373968187,-0.010305466802599,-0.007998082034314518,-0.005690697266030036,-0.0033833124977455595,-0.0010759277294610774,0.0012314570388234
0.0107282024196759,0.008620465431317401,0.0065127284429589,0.0044049914546003995,0.0022972544662418996,0.0001895174778834,-0.0015064805201000014,-0.0032024785180834008,-0.004898476516066801,-0.0065944745140502,-0.0082904725120336,-0.005985452997102658,-0.003680433482171715,-0.0013754139672407786,0.0009296055476901641,0.0032346250626211
0.0125523576424129,0.01038032887574968,0.00820830010908646,0.006036271342423239,0.00386424257576002,0.0016922138090968,-6.462714908728184e-05,-0.0018214681072713614,-0.0035783090654554414,-0.005335150023639521,-0.0070919909818236,-0.004852229090107898,-0.002612467198392196,-0.0003727053066764985,0.0018670565850392026,0.0041068184767549
0.0129845150924836,0.010728282977405999,0.008472050862328398,0.006215818747250798,0.0039595866321731985,0.0017033545170956,-0.00010713969764394155,-0.001917633912383481,-0.0037281281271230207,-0.005538622341862561,-0.0073491165566021,-0.005136233499128478,-0.002923350441654856,-0.0007104673841812391,0.0015024156732923828,0.003715298730766
0.0125927272406549,0.01035975614537138,0.008126785050087858,0.005893813954804338,0.0036608428595208183,0.0014278717642373,-0.00036237969760436156,-0.0021526311594460214,-0.003942882621287681,-0.00573313408312934,-0.007523385544971,-0.0052994345865563786,-0.003075483628141756,-0.0008515326697271387,0.001372418288687483,0.0035963692471021
0.0125994225550556,0.01040758370164076,0.00821574484822592,0.0060239059948110785,0.00383206714139624,0.0016402282879814,-0.0001042380763593817,-0.0018487044407001613,-0.003593170805040941,-0.005337637169381721,-0.0070821035337225,-0.004798593911429259,-0.0025150842891360162,-0.00023157466684277893,0.0020519349554504627,0.0043354445777437
0.0136495522288644,0.0114906021939658,0.0093316521590672,0.0071727021241685986,0.005013752089269999,0.0028548020543714,0.0011239303487909386,-0.0006069413567895213,-0.0023378130623699814,-0.004068684767950441,-0.0057995564735309,-0.0034965200273212784,-0.0011934835811116566,0.001109552865097961,0.003412589311307582,0.0057156257575172
0.0150409924062362,0.012847639950271581,0.01065428749430696,0.008460935038342339,0.00626758258237772,0.0040742301264131,0.0022926548507059786,0.0005110795749988586,-0.0012704957007082613,-0.0030520709764153805,-0.0048336462521225,-0.0025998422963481984,-0.0003660383405738963,0.0018677656152004014,0.004101569570974703,0.006335373526749
0.0151793046115944,0.012896185081983579,0.01061306555237276,0.00832994602276194,0.006046826493151119,0.0037637069635403,0.0019235794818209383,8.345200010157882e-05,-0.0017566754816177805,-0.0035968029633371406,-0.0054369304450565,-0.0032452980610032183,-0.0010536656769499367,0.00113796670710334,0.0033295990911566212,0.0055212314752099
0.0142425065751479,0.01196341012379284,0.009684313672437779,0.0074052172210827185,0.00512612076972766,0.0028470243183726,0.0010257552746241983,-0.0007955137691242013,-0.0026167828128726006,-0.004438051856621001,-0.0062593209003694,-0.004032381653066978,-0.0018054424057645556,0.00042149684153786147,0.0026484360888402838,0.0048753753361427
0.0139270856020381,0.01172310451536974,0.00951912342870138,0.007315142342033019,0.0051111612553646595,0.0029071801686963,0.0011423136842806385,-0.0006225528001350213,-0.002387419284550681,-0.004152285768966341,-0.005917152253382,-0.003643629606387798,-0.001370106959393596,0.0009034156876006009,0.003176938334594804,0.005450460981589
0.0146947840139068,0.0125417027645197,0.0103886215151326,0.008235540265745498,0.006082459016358399,0.0039293777669713,0.0022902336689111786,0.0006510895708510588,-0.0009880545272090606,-0.002627198625269181,-0.0042663427233293,-0.0018312409493093378,0.0006038608247106248,0.0030389625987305817,0.005474064372750543,0.0079091661467705
0.0175429643879516,0.01535567633886412,0.01316838828977664,0.01098110024068916,0.00879381219160168,0.0066065241425142,0.004838928822090878,0.0030713335016675585,0.0013037381812442388,-0.0004638571391790804,-0.0022314524596024,-2.342416640183781e-05,0.0021846041267987244,0.004392632419999281,0.006600660713199844,0.0088086890064004
0.0171432139683256,0.014754697166544421,0.012366180364763241,0.00997766356298206,0.00758914676120088,0.0052006299594197,0.003270355462039818,0.0013400809646599383,-0.0005901935327199412,-0.0025204680300998216,-0.0044507425274797,-0.0023982007634838582,-0.0003456589994880162,0.0017068827645078215,0.0037594245285036644,0.0058119662924995
0.0136158513107263,0.011210323507996441,0.00880479570526658,0.006399267902536719,0.00399374009980686,0.001588212297077,-0.0002319049587287017,-0.0020520222145344017,-0.0038721394703401016,-0.005692256726145801,-0.0075123739819515,-0.005211137355791478,-0.002909900729631456,-0.0006086641034714398,0.0016925725226885832,0.0039938091488486
0.0132573362503294,0.011048129044071119,0.00883892183781284,0.006629714631554559,0.00442050742529628,0.002211300219038,0.0004644807000958983,-0.001282338818846201,-0.0030291583377883005,-0.0047759778567304,-0.0065227973756725,-0.004191143517920258,-0.0018594896601680155,0.0004721641975842213,0.002803818055336464,0.0051354719130887
